id,Density_g_cm3,Space_group,Energy_kJ_mol
bddc-mace-144-g0-p9-Random,1.332,144,-26211.13938919414
bddc-mace-144-g0-p10-Random,1.333,144,-26157.10703324526
bddc-mace-144-g0-p11-Random,0.97,144,-26155.727275031968
bddc-mace-144-g0-p174-Random,1.343,144,-26187.92155330051
bddc-mace-144-g0-p175-Random,1.355,144,-26210.530666347928
bddc-mace-144-g0-p176-Random,1.035,144,-26167.40370174378
bddc-mace-144-g0-p177-Random,1.212,144,-26276.74812363077
bddc-mace-144-g0-p178-Random,1.205,144,-26126.30536606702
bddc-mace-144-g0-p179-Random,1.187,144,-26260.21493897639
bddc-mace-144-g0-p156-Random,1.397,144,-26212.1209154797
bddc-mace-144-g0-p157-Random,0.771,144,-26083.218993219583
bddc-mace-144-g0-p158-Random,0.895,144,-26089.07783007811
bddc-mace-144-g0-p159-Random,1.099,144,-26196.599261500465
bddc-mace-144-g0-p160-Random,0.806,144,-26257.51416154376
bddc-mace-144-g0-p161-Random,0.814,144,-26102.304365649128
bddc-mace-144-g0-p84-Random,0.913,144,-26151.944194587275
bddc-mace-144-g0-p85-Random,1.167,144,-26148.130613651963
bddc-mace-144-g0-p86-Random,0.939,144,-26181.507564278803
bddc-mace-144-g0-p87-Random,1.085,144,-26131.154666701903
bddc-mace-144-g0-p88-Random,1.505,144,-26258.544458065797
bddc-mace-144-g0-p89-Random,1.241,144,-26147.18969480073
bddc-mace-144-g0-p60-Random,1.415,144,-26195.138370740948
bddc-mace-144-g0-p61-Random,1.274,144,-26269.669876689048
bddc-mace-144-g0-p62-Random,0.646,144,-26078.68183576848
bddc-mace-144-g0-p63-Random,0.804,144,-26131.943008645077
bddc-mace-144-g0-p64-Random,1.381,144,-26198.408824622387
bddc-mace-144-g0-p65-Random,0.488,144,-26166.824537414894
bddc-mace-144-g0-p96-Random,1.195,144,-26212.185316624058
bddc-mace-144-g0-p97-Random,1.367,144,-26191.338714457157
bddc-mace-144-g0-p98-Random,0.782,144,-26086.781107229814
bddc-mace-144-g0-p99-Random,0.803,144,-26030.050494493215
bddc-mace-144-g0-p100-Random,1.117,144,-26176.8196205498
bddc-mace-144-g0-p101-Random,1.269,144,-26200.763105727645
bddc-mace-144-g0-p36-Random,1.38,144,-26149.303459151608
bddc-mace-144-g0-p37-Random,0.813,144,-26262.533967816486
bddc-mace-144-g0-p38-Random,1.335,144,-26193.491101627693
bddc-mace-144-g0-p39-Random,1.106,144,-26177.1769951945
bddc-mace-144-g0-p40-Random,0.573,144,-26203.058916204885
bddc-mace-144-g0-p41-Random,1.204,144,-26164.35181901855
bddc-mace-144-g0-p12-Random,0.901,144,-26114.785368794084
bddc-mace-144-g0-p13-Random,0.633,144,-26095.06323610061
bddc-mace-144-g0-p14-Random,1.457,144,-26213.94224552564
bddc-mace-144-g0-p15-Random,1.077,144,-26109.6350009274
bddc-mace-144-g0-p16-Random,1.196,144,-26212.30019525893
bddc-mace-144-g0-p17-Random,1.032,144,-26094.744106506787
bddc-mace-144-g1-p78-Random,0.611,144,-26116.302268097854
bddc-mace-144-g1-p178-Random,1.25,144,-26142.23353913993
bddc-mace-144-g1-p36-Random,1.243,144,-26145.7255209068
bddc-mace-144-g1-p106-Random,0.563,144,-26104.08761628909
bddc-mace-144-g1-p87-Random,0.383,144,-26052.302959357574
bddc-mace-144-g1-p89-Random,1.328,144,-26163.439793185225
bddc-mace-144-g1-p43-Random,1.188,144,-26261.332931571047
bddc-mace-144-g1-p47-Random,0.391,144,-26022.086545147973
bddc-mace-144-g1-p182-Random,1.38,144,-26205.269157126022
bddc-mace-144-g1-p185-Random,1.228,144,-26125.16701774403
bddc-mace-144-g1-p57-Random,1.324,144,-26175.866385117326
bddc-mace-144-g1-p58-Random,1.094,144,-26123.012326526936
bddc-mace-144-g1-p98-Random,1.327,144,-26176.271844620504
bddc-mace-144-g1-p99-Random,0.65,144,-26092.40897119969
bddc-mace-144-g1-p1-Random,0.81,144,-26097.430734965365
bddc-mace-144-g1-p2-Random,1.034,144,-26150.599739867142
bddc-mace-144-g1-p3-Random,1.4,144,-26144.109675534015
bddc-mace-144-g1-p93-Random,0.739,144,-26143.00547075189
bddc-mace-144-g1-p94-Random,0.894,144,-26157.98300407124
bddc-mace-144-g1-p6-Random,1.172,144,-26135.194393544138
bddc-mace-144-g1-p7-Random,1.26,144,-26187.998621131832
bddc-mace-144-g1-p8-Random,1.46,144,-26156.698110673544
bddc-mace-144-g1-p115-Random,0.477,144,-26060.57649682051
bddc-mace-144-g1-p117-Random,1.331,144,-26194.074871453417
bddc-mace-144-g1-p119-Random,1.101,144,-26128.27060596196
bddc-mace-144-g1-p187-Random,0.401,144,-26110.693348794455
bddc-mace-144-g1-p188-Random,1.386,144,-26193.92891182026
bddc-mace-144-g1-p189-Random,1.46,144,-26156.54717435623
bddc-mace-144-g1-p126-Random,0.561,144,-26084.898678682624
bddc-mace-144-g1-p128-Random,1.049,144,-26239.221999956822
bddc-mace-144-g1-p130-Random,1.247,144,-26139.02773721908
bddc-mace-144-g1-p169-Random,0.896,144,-26092.14842775132
bddc-mace-144-g1-p170-Random,1.296,144,-26194.060433315095
bddc-mace-144-g1-p173-Random,0.745,144,-26156.81420467548
bddc-mace-144-g1-p157-Random,1.296,144,-26195.46236149371
bddc-mace-144-g1-p158-Random,0.85,144,-26105.607160128846
bddc-mace-144-g1-p161-Random,1.258,144,-26176.616515147434
bddc-mace-144-g1-p25-Random,1.317,144,-26168.617431129165
bddc-mace-144-g1-p26-Random,0.827,144,-26087.020217964055
bddc-mace-144-g1-p27-Random,0.708,144,-26105.9527521244
bddc-mace-144-g1-p29-Random,0.699,144,-26066.090227456083
bddc-mace-144-g1-p150-Random,0.666,144,-26113.602678373696
bddc-mace-144-g1-p152-Random,1.193,144,-26151.9934798787
bddc-mace-144-g1-p153-Random,0.87,144,-26115.200072280324
bddc-mace-144-g1-p155-Random,0.759,144,-26138.55554553435
bddc-mace-144-g1-p49-Random,0.781,144,-26120.217432121004
bddc-mace-144-g1-p50-Random,1.325,144,-26176.339882630986
bddc-mace-144-g1-p51-Random,0.712,144,-26085.23405751305
bddc-mace-144-g1-p66-Random,1.143,144,-26125.35279673124
bddc-mace-144-g1-p67-Random,1.473,144,-26159.805540506113
bddc-mace-144-g1-p68-Random,1.451,144,-26181.913086593435
bddc-mace-144-g1-p69-Random,1.377,144,-26166.582007612702
bddc-mace-144-g1-p12-Random,1.197,144,-26243.431240455087
bddc-mace-144-g1-p13-Random,1.311,144,-26145.402364376292
bddc-mace-144-g1-p15-Random,1.425,144,-26153.15523500569
bddc-mace-144-g1-p17-Random,1.244,144,-26175.118983889195
bddc-mace-144-g1-p62-Random,0.813,144,-26263.06526371426
bddc-mace-144-g1-p63-Random,0.567,144,-26086.294208555562
bddc-mace-144-g1-p18-Random,0.964,144,-26075.650325303955
bddc-mace-144-g1-p19-Random,0.806,144,-26177.85184076748
bddc-mace-144-g1-p20-Random,1.282,144,-26160.45840646077
bddc-mace-144-g1-p108-Random,0.364,144,-26097.057639970466
bddc-mace-144-g1-p110-Random,0.313,144,-26070.63006992062
bddc-mace-144-g1-p111-Random,1.226,144,-26200.818770457154
bddc-mace-144-g1-p112-Random,1.289,144,-26115.59820979623
bddc-mace-144-g1-p31-Random,0.712,144,-26085.18474260606
bddc-mace-144-g1-p33-Random,1.275,144,-26270.247390310426
bddc-mace-144-g1-p34-Random,0.978,144,-26145.067829844797
bddc-mace-144-g1-p162-Random,0.429,144,-26063.49132895818
bddc-mace-144-g1-p164-Random,0.567,144,-26094.03837180014
bddc-mace-144-g1-p165-Random,1.275,144,-26173.722351150762
bddc-mace-144-g1-p167-Random,0.392,144,-26183.15308635719
bddc-mace-144-g1-p120-Random,1.455,144,-26212.303970492158
bddc-mace-144-g1-p121-Random,1.346,144,-26190.885365015198
bddc-mace-144-g1-p122-Random,1.114,144,-26200.94317201731
bddc-mace-144-g1-p123-Random,0.758,144,-26114.42599102905
bddc-mace-144-g1-p138-Random,1.213,144,-26162.115962003492
bddc-mace-144-g1-p139-Random,1.327,144,-26151.503040893895
bddc-mace-144-g1-p140-Random,1.347,144,-26151.398050654676
bddc-mace-144-g1-p141-Random,1.368,144,-26154.079653149198
bddc-mace-144-g1-p143-Random,1.033,144,-26150.79642114174
bddc-mace-144-g1-p132-Random,1.133,144,-26212.16524321681
bddc-mace-144-g1-p133-Random,1.46,144,-26186.596233776178
bddc-mace-144-g1-p136-Random,1.268,144,-26157.31838309051
bddc-mace-144-g1-p137-Random,0.771,144,-26154.80665072785
bddc-mace-144-g1-p144-Random,1.096,144,-26182.840257710024
bddc-mace-144-g1-p145-Random,0.993,144,-26154.71634700968
bddc-mace-144-g1-p146-Random,0.625,144,-26141.45484039207
bddc-mace-144-g1-p147-Random,1.256,144,-26153.99137768481
bddc-mace-144-g1-p148-Random,1.034,144,-26148.025097681202
bddc-mace-144-g1-p149-Random,1.114,144,-26139.229895706274
bddc-mace-144-g1-p73-Random,1.387,144,-26173.38775990793
bddc-mace-144-g1-p74-Random,0.784,144,-26170.328530806742
bddc-mace-144-g1-p75-Random,1.343,144,-26156.305709031032
bddc-mace-144-g1-p76-Random,0.514,144,-26162.162669969737
bddc-mace-144-g2-p77-Mutation,0.883,144,-26133.26600966954
bddc-mace-144-g2-p190-Mutation,1.249,144,-26139.98381728787
bddc-mace-144-g2-p9-Mutation,1.405,144,-26176.092310019674
bddc-mace-144-g2-p151-Mutation,1.047,144,-26178.873710382562
bddc-mace-144-g2-p129-Mutation,0.758,144,-26118.020475423942
bddc-mace-144-g2-p172-Mutation,1.37,144,-26155.273754300648
bddc-mace-144-g2-p116-Mutation,1.085,144,-26130.87192394413
bddc-mace-144-g2-p166-Mutation,1.164,144,-26108.181912565196
bddc-mace-144-g2-p21-Mutation,0.748,144,-26113.816759349444
bddc-mace-144-g2-p22-Mutation,1.4,144,-26144.43096736252
bddc-mace-144-g2-p124-Mutation,1.241,144,-26176.12913112472
bddc-mace-144-g2-p125-Mutation,1.433,144,-26154.588344133073
bddc-mace-144-g2-p14-Mutation,1.383,144,-26177.13999217778
bddc-mace-144-g2-p16-Mutation,0.84,144,-26135.236053892102
bddc-mace-144-g2-p0-Mutation,0.702,144,-26147.535823985767
bddc-mace-144-g2-p4-Mutation,0.838,144,-26069.613500785814
bddc-mace-144-g2-p92-Mutation,1.188,144,-26142.546677016864
bddc-mace-144-g2-p95-Mutation,0.293,144,-26103.193451583877
bddc-mace-144-g2-p32-Mutation,0.909,144,-26156.55828316562
bddc-mace-144-g2-p35-Mutation,1.415,144,-26195.211519939436
bddc-mace-144-g2-p102-Mutation,1.464,144,-26164.62029960084
bddc-mace-144-g2-p105-Mutation,1.111,144,-26153.317645000094
bddc-mace-144-g2-p134-Mutation,1.418,144,-26160.18300604915
bddc-mace-144-g2-p135-Mutation,1.256,144,-26139.783622219507
bddc-mace-144-g2-p156-Mutation,1.259,144,-26167.466307396055
bddc-mace-144-g2-p160-Mutation,1.246,144,-26175.76754476785
bddc-mace-144-g2-p174-Mutation,1.405,144,-26176.0559878975
bddc-mace-144-g2-p176-Mutation,0.741,144,-26112.570732825774
bddc-mace-144-g2-p179-Mutation,0.92,144,-26098.765111445515
bddc-mace-144-g2-p84-Mutation,1.24,144,-26117.85770913067
bddc-mace-144-g2-p85-Mutation,0.606,144,-26092.794840687864
bddc-mace-144-g2-p88-Mutation,0.661,144,-26127.974442548122
bddc-mace-144-g2-p61-Mutation,1.211,144,-26280.060108052323
bddc-mace-144-g2-p48-Mutation,1.086,144,-26167.66520058624
bddc-mace-144-g2-p52-Mutation,0.673,144,-26045.033724820987
bddc-mace-144-g2-p53-Mutation,1.02,144,-26174.642183922886
bddc-mace-144-g2-p180-Mutation,1.457,144,-26213.065313692114
bddc-mace-144-g2-p181-Mutation,0.858,144,-26109.004450626206
bddc-mace-144-g2-p183-Mutation,0.612,144,-26115.879255001695
bddc-mace-144-g2-p80-Mutation,1.349,144,-26186.790028904084
bddc-mace-144-g2-p81-Mutation,1.303,144,-26167.823567129588
bddc-mace-144-g2-p83-Mutation,1.093,144,-26188.58249557472
bddc-mace-144-g2-p96-Mutation,1.034,144,-26148.613487360104
bddc-mace-144-g2-p97-Mutation,1.271,144,-26171.05730431291
bddc-mace-144-g2-p100-Mutation,1.349,144,-26166.98997047709
bddc-mace-144-g2-p42-Mutation,0.427,144,-26135.275866115473
bddc-mace-144-g2-p44-Mutation,1.37,144,-26156.333647057778
bddc-mace-144-g2-p45-Mutation,1.148,144,-26141.108466644728
bddc-mace-144-g2-p37-Mutation,0.612,144,-26117.27641498634
bddc-mace-144-g2-p38-Mutation,1.385,144,-26173.87431173569
bddc-mace-144-g2-p39-Mutation,1.106,144,-26155.197194141816
bddc-mace-144-g2-p40-Mutation,1.284,144,-26159.682501597053
bddc-mace-144-g2-p41-Mutation,0.414,144,-26046.231454263183
bddc-mace-144-g2-p54-Mutation,0.813,144,-26263.53635456861
bddc-mace-144-g2-p56-Mutation,0.727,144,-26126.711993257424
bddc-mace-144-g3-p36-Mutation,0.492,144,-26129.54943129234
bddc-mace-144-g3-p178-Mutation,0.761,144,-26118.885939623004
bddc-mace-144-g3-p31-Mutation,0.756,144,-26084.682825343054
bddc-mace-144-g3-p157-Mutation,0.762,144,-26148.751084800355
bddc-mace-144-g3-p161-Mutation,0.875,144,-26140.85917649347
bddc-mace-144-g3-p78-Mutation,1.287,144,-26163.919653773926
bddc-mace-144-g3-p82-Mutation,1.411,144,-26157.940901643084
bddc-mace-144-g3-p57-Mutation,1.228,144,-26125.152649257965
bddc-mace-144-g3-p58-Mutation,0.591,144,-26111.317519781576
bddc-mace-144-g3-p59-Mutation,1.153,144,-26143.925888927635
bddc-mace-144-g3-p99-Mutation,0.488,144,-26167.422626421325
bddc-mace-144-g3-p49-Mutation,1.193,144,-26146.79971986717
bddc-mace-144-g3-p50-Mutation,1.29,144,-26101.280707070488
bddc-mace-144-g3-p163-Mutation,0.797,144,-26136.31407681663
bddc-mace-144-g3-p164-Mutation,1.417,144,-26198.37232034068
bddc-mace-144-g3-p165-Mutation,1.4,144,-26164.35135692127
bddc-mace-144-g3-p6-Mutation,1.075,144,-26138.229879302813
bddc-mace-144-g3-p10-Mutation,0.957,144,-26104.45514555886
bddc-mace-144-g3-p11-Mutation,1.416,144,-26187.7087569226
bddc-mace-144-g3-p184-Mutation,1.279,144,-26157.78881527368
bddc-mace-144-g3-p185-Mutation,0.625,144,-26104.39880815845
bddc-mace-144-g3-p43-Mutation,1.423,144,-26222.349235899266
bddc-mace-144-g3-p46-Mutation,1.124,144,-26110.438822040684
bddc-mace-144-g3-p47-Mutation,0.587,144,-26122.241845958146
bddc-mace-144-g3-p133-Mutation,0.961,144,-26081.85110744277
bddc-mace-144-g3-p136-Mutation,1.326,144,-26172.936919816548
bddc-mace-144-g3-p137-Mutation,1.408,144,-26176.188536962298
bddc-mace-144-g3-p126-Mutation,1.381,144,-26191.828361127307
bddc-mace-144-g3-p127-Mutation,0.882,144,-26150.8685903375
bddc-mace-144-g3-p128-Mutation,0.509,144,-26074.040109507183
bddc-mace-144-g3-p131-Mutation,0.393,144,-26099.795148510893
bddc-mace-144-g3-p150-Mutation,0.895,144,-26148.40021442921
bddc-mace-144-g3-p152-Mutation,0.54,144,-26076.061418498306
bddc-mace-144-g3-p154-Mutation,1.333,144,-26152.48186441712
bddc-mace-144-g3-p115-Mutation,0.771,144,-26083.424885393335
bddc-mace-144-g3-p117-Mutation,1.034,144,-26148.243110428677
bddc-mace-144-g3-p118-Mutation,0.939,144,-26181.505489052972
bddc-mace-144-g3-p103-Mutation,1.398,144,-26212.589233100192
bddc-mace-144-g3-p104-Mutation,0.763,144,-26114.733560425826
bddc-mace-144-g3-p106-Mutation,1.369,144,-26187.79938301671
bddc-mace-144-g3-p18-Mutation,1.242,144,-26148.290158631455
bddc-mace-144-g3-p19-Mutation,0.97,144,-26127.903710972732
bddc-mace-144-g3-p23-Mutation,0.724,144,-26196.66663684276
bddc-mace-144-g3-p121-Mutation,0.753,144,-26116.16713928676
bddc-mace-144-g3-p122-Mutation,1.458,144,-26211.824491691557
bddc-mace-144-g3-p123-Mutation,1.328,144,-26174.84396435171
bddc-mace-144-g3-p86-Mutation,0.503,144,-26164.7132717485
bddc-mace-144-g3-p87-Mutation,1.047,144,-26177.493503927108
bddc-mace-144-g3-p89-Mutation,0.971,144,-26161.8402621237
bddc-mace-144-g3-p90-Mutation,0.957,144,-26104.33480053882
bddc-mace-144-g3-p91-Mutation,1.399,144,-26144.01857469452
bddc-mace-144-g3-p93-Mutation,1.212,144,-26277.135466871383
bddc-mace-144-g3-p12-Mutation,1.41,144,-26186.089817477863
bddc-mace-144-g3-p13-Mutation,1.398,144,-26207.74690986625
bddc-mace-144-g3-p15-Mutation,1.082,144,-26192.58746122054
bddc-mace-144-g3-p17-Mutation,1.405,144,-26176.99467740124
bddc-mace-144-g3-p186-Mutation,1.212,144,-26276.71668005327
bddc-mace-144-g3-p187-Mutation,1.008,144,-26141.404954335725
bddc-mace-144-g3-p191-Mutation,0.86,144,-26102.370599982016
bddc-mace-144-g3-p138-Mutation,1.211,144,-26131.84630335224
bddc-mace-144-g3-p139-Mutation,0.514,144,-26161.006502164986
bddc-mace-144-g3-p140-Mutation,0.526,144,-26090.91938955603
bddc-mace-144-g3-p141-Mutation,0.708,144,-26073.641086196178
bddc-mace-144-g3-p142-Mutation,1.408,144,-26176.194939945195
bddc-mace-144-g3-p109-Mutation,1.284,144,-26119.372105806837
bddc-mace-144-g3-p110-Mutation,1.082,144,-26147.86949468568
bddc-mace-144-g3-p113-Mutation,0.394,144,-26185.339552202677
bddc-mace-144-g3-p24-Mutation,1.025,144,-26154.242435251435
bddc-mace-144-g3-p26-Mutation,1.38,144,-26209.041557650333
bddc-mace-144-g3-p27-Mutation,0.957,144,-26152.710748159727
bddc-mace-144-g3-p28-Mutation,1.303,144,-26169.814192906764
bddc-mace-144-g3-p29-Mutation,0.582,144,-26165.956597798267
bddc-mace-144-g3-p168-Mutation,0.812,144,-26262.27811759122
bddc-mace-144-g3-p169-Mutation,0.678,144,-26107.825113612576
bddc-mace-144-g3-p171-Mutation,1.258,144,-26178.17256349536
bddc-mace-144-g3-p66-Mutation,1.18,144,-26161.622184283337
bddc-mace-144-g3-p67-Mutation,1.201,144,-26147.586393917056
