id,Density_g_cm3,Space_group,Energy_kJ_mol
ebdc-mace-5-g1-p177-Random,0.982,5,-24573.73951210534
ebdc-mace-5-g1-p164-Mutation,1.207,5,-24600.02451299829
ebdc-mace-5-g1-p165-Mutation,1.35,5,-24637.78080115831
ebdc-mace-5-g1-p166-Random,0.781,5,-24583.800215851825
ebdc-mace-5-g1-p36-Random,1.43,5,-24663.75633520045
ebdc-mace-5-g1-p37-Random,0.821,5,-24586.41470479178
ebdc-mace-5-g1-p39-Random,0.83,5,-24575.969277382483
ebdc-mace-5-g1-p40-Random,1.108,5,-24581.569070482168
ebdc-mace-5-g1-p41-Mutation,1.551,5,-24599.58300802473
ebdc-mace-5-g1-p121-Mutation,1.136,5,-24535.638123111457
ebdc-mace-5-g1-p124-Random,1.187,5,-24582.402446639462
ebdc-mace-5-g1-p125-Random,1.312,5,-24626.428739962314
ebdc-mace-5-g1-p126-Random,1.257,5,-24615.886059837372
ebdc-mace-5-g1-p130-Random,1.456,5,-24639.092283452395
ebdc-mace-5-g1-p131-Random,1.355,5,-24687.38716717248
ebdc-mace-5-g1-p90-Random,1.298,5,-24561.81541226044
ebdc-mace-5-g1-p91-Random,1.149,5,-24555.738738949716
ebdc-mace-5-g1-p92-Random,1.438,5,-24640.01599007045
ebdc-mace-5-g1-p93-Random,0.727,5,-24557.097311232894
ebdc-mace-5-g1-p94-Random,1.363,5,-24662.44988742325
ebdc-mace-5-g1-p95-Random,0.781,5,-24577.9783176631
ebdc-mace-5-g1-p168-Mutation,1.328,5,-24603.056484622495
ebdc-mace-5-g1-p169-Mutation,1.448,5,-24622.99071795558
ebdc-mace-5-g1-p170-Mutation,1.328,5,-24552.911305941932
ebdc-mace-5-g1-p171-Mutation,1.46,5,-24654.468260279424
ebdc-mace-5-g1-p173-Random,1.247,5,-24604.336458623995
ebdc-mace-5-g1-p180-Random,1.375,5,-24691.682976885488
ebdc-mace-5-g1-p181-Random,1.363,5,-24646.643779496648
ebdc-mace-5-g1-p182-Mutation,1.344,5,-24671.00032930672
ebdc-mace-5-g1-p183-Random,1.02,5,-24593.621360875193
ebdc-mace-5-g1-p184-Mutation,1.401,5,-24620.935457955202
ebdc-mace-5-g1-p185-Random,1.337,5,-24642.28123291778
ebdc-mace-5-g1-p132-Random,1.332,5,-24633.82365019131
ebdc-mace-5-g1-p135-Random,1.259,5,-24654.65619951692
ebdc-mace-5-g1-p136-Random,0.45,5,-24532.948985827334
ebdc-mace-5-g1-p137-Random,1.324,5,-24592.295909555574
ebdc-mace-5-g1-p12-Mutation,0.974,5,-24617.935732095928
ebdc-mace-5-g1-p13-Mutation,1.142,5,-24566.721709348916
ebdc-mace-5-g1-p16-Mutation,1.503,5,-24649.15008523653
ebdc-mace-5-g1-p17-Mutation,1.429,5,-24666.615411098894
ebdc-mace-5-g1-p18-Mutation,1.307,5,-24587.615543093656
ebdc-mace-5-g1-p19-Random,0.72,5,-24595.924572163585
ebdc-mace-5-g1-p21-Mutation,1.38,5,-24615.99013507947
ebdc-mace-5-g1-p22-Mutation,1.311,5,-24606.193963718084
ebdc-mace-5-g1-p23-Random,0.71,5,-24583.016418592666
ebdc-mace-5-g1-p139-Mutation,1.501,5,-24602.67197518774
ebdc-mace-5-g1-p141-Random,1.125,5,-24632.067637330958
ebdc-mace-5-g1-p142-Mutation,1.325,5,-24586.491655364945
ebdc-mace-5-g1-p143-Random,0.6,5,-24573.170362770725
ebdc-mace-5-g1-p145-Random,0.773,5,-24547.809117634763
ebdc-mace-5-g1-p147-Random,0.814,5,-24540.020986330983
ebdc-mace-5-g1-p148-Mutation,1.372,5,-24676.909506990218
ebdc-mace-5-g1-p149-Random,1.463,5,-24635.33575609178
ebdc-mace-5-g1-p60-Random,1.328,5,-24624.057162374727
ebdc-mace-5-g1-p61-Mutation,1.506,5,-24570.703719802743
ebdc-mace-5-g1-p62-Mutation,0.995,5,-24618.05218000306
ebdc-mace-5-g1-p63-Random,1.257,5,-24608.859563817317
ebdc-mace-5-g1-p65-Random,1.427,5,-24621.042773250865
ebdc-mace-5-g1-p48-Random,1.523,5,-24655.791960138176
ebdc-mace-5-g1-p49-Mutation,1.315,5,-24577.24825356598
ebdc-mace-5-g1-p51-Random,1.471,5,-24672.68406294077
ebdc-mace-5-g1-p52-Random,0.531,5,-24533.522088233643
ebdc-mace-5-g1-p53-Mutation,0.841,5,-24555.22980517516
ebdc-mace-5-g1-p103-Random,1.424,5,-24621.781751390896
ebdc-mace-5-g1-p105-Random,1.423,5,-24656.234686490974
ebdc-mace-5-g1-p106-Random,1.344,5,-24610.971802129392
ebdc-mace-5-g1-p107-Random,1.286,5,-24572.598425767326
ebdc-mace-5-g1-p74-Random,0.974,5,-24607.91178886713
ebdc-mace-5-g1-p75-Mutation,1.283,5,-24589.92373092636
ebdc-mace-5-g1-p76-Mutation,1.334,5,-24631.643041304593
ebdc-mace-5-g1-p77-Random,1.115,5,-24589.24603084339
ebdc-mace-5-g1-p6-Mutation,1.45,5,-24695.808995268155
ebdc-mace-5-g1-p8-Random,1.351,5,-24604.635600447375
ebdc-mace-5-g1-p9-Mutation,1.296,5,-24633.620292089905
ebdc-mace-5-g1-p10-Mutation,1.328,5,-24585.76744560499
ebdc-mace-5-g1-p11-Mutation,1.378,5,-24603.756323118563
ebdc-mace-5-g1-p84-Random,1.084,5,-24613.652107575905
ebdc-mace-5-g1-p85-Mutation,1.385,5,-24609.063634316386
ebdc-mace-5-g1-p86-Random,1.37,5,-24638.420400641044
ebdc-mace-5-g1-p87-Random,1.243,5,-24678.460057549353
ebdc-mace-5-g1-p89-Mutation,1.493,5,-24594.512885767464
ebdc-mace-5-g1-p186-Random,1.394,5,-24638.737743712372
ebdc-mace-5-g1-p187-Random,1.114,5,-24601.157904819167
ebdc-mace-5-g1-p188-Mutation,1.348,5,-24619.332314404175
ebdc-mace-5-g1-p189-Random,0.89,5,-24603.33395039738
ebdc-mace-5-g1-p190-Random,1.506,5,-24655.83377795865
ebdc-mace-5-g1-p191-Random,1.361,5,-24641.86173696346
ebdc-mace-5-g1-p24-Random,1.314,5,-24624.675258443393
ebdc-mace-5-g1-p25-Random,0.931,5,-24606.71164122162
ebdc-mace-5-g1-p26-Random,1.288,5,-24601.76968755319
ebdc-mace-5-g1-p27-Random,1.269,5,-24614.446167788905
ebdc-mace-5-g1-p28-Random,0.629,5,-24600.74073493433
ebdc-mace-5-g1-p66-Mutation,1.444,5,-24621.487503360284
ebdc-mace-5-g1-p67-Mutation,1.443,5,-24640.098248122773
ebdc-mace-5-g1-p68-Mutation,1.287,5,-24614.40012514738
ebdc-mace-5-g1-p69-Random,1.382,5,-24618.04731377379
ebdc-mace-5-g1-p71-Mutation,0.955,5,-24647.355408182633
ebdc-mace-5-g1-p96-Mutation,1.105,5,-24626.42845981632
ebdc-mace-5-g1-p98-Random,0.838,5,-24617.097629484386
ebdc-mace-5-g1-p100-Mutation,1.332,5,-24662.173915153668
ebdc-mace-5-g1-p101-Mutation,1.201,5,-24551.937812906246
ebdc-mace-5-g1-p30-Random,1.316,5,-24625.76840429111
ebdc-mace-5-g1-p31-Random,1.375,5,-24628.200287182826
ebdc-mace-5-g1-p33-Random,1.374,5,-24612.049353878632
ebdc-mace-5-g1-p34-Random,1.334,5,-24600.038494313587
ebdc-mace-5-g1-p35-Random,0.76,5,-24562.449163075165
ebdc-mace-5-g1-p157-Random,1.324,5,-24640.020141252517
ebdc-mace-5-g1-p158-Random,0.889,5,-24602.03135173375
ebdc-mace-5-g1-p159-Mutation,1.417,5,-24648.95705207639
ebdc-mace-5-g1-p160-Mutation,1.299,5,-24591.110383750183
ebdc-mace-5-g1-p161-Random,1.069,5,-24548.076926420446
ebdc-mace-5-g1-p114-Random,1.254,5,-24591.07182041862
ebdc-mace-5-g1-p115-Random,0.656,5,-24548.267008609087
ebdc-mace-5-g1-p116-Random,0.618,5,-24567.502089097237
ebdc-mace-5-g1-p117-Mutation,1.384,5,-24599.47337996908
ebdc-mace-5-g1-p118-Mutation,0.935,5,-24656.856752055122
ebdc-mace-5-g1-p119-Random,1.418,5,-24681.781977114206
ebdc-mace-5-g1-p150-Mutation,1.397,5,-24626.198114355615
ebdc-mace-5-g1-p151-Random,0.948,5,-24643.539999906938
ebdc-mace-5-g1-p152-Mutation,1.316,5,-24594.40261170721
ebdc-mace-5-g1-p153-Random,1.28,5,-24584.905262859702
ebdc-mace-5-g1-p154-Random,1.453,5,-24696.69048235593
ebdc-mace-5-g1-p155-Random,1.378,5,-24586.16256884544
ebdc-mace-5-g1-p108-Random,0.891,5,-24557.522954826152
ebdc-mace-5-g1-p109-Random,1.555,5,-24642.656774201365
ebdc-mace-5-g1-p111-Random,0.991,5,-24625.34577710169
ebdc-mace-5-g1-p112-Mutation,1.199,5,-24681.783635989395
ebdc-mace-5-g1-p113-Random,1.315,5,-24628.359240708818
ebdc-mace-5-g1-p42-Mutation,1.412,5,-24646.449412504764
ebdc-mace-5-g1-p43-Random,1.398,5,-24647.916768540086
ebdc-mace-5-g1-p44-Random,1.079,5,-24571.51498958255
ebdc-mace-5-g1-p45-Mutation,1.354,5,-24651.02558989458
ebdc-mace-5-g1-p46-Mutation,1.459,5,-24658.201309967702
ebdc-mace-5-g1-p0-Random,1.431,5,-24693.24820648494
ebdc-mace-5-g1-p1-Mutation,1.396,5,-24658.82556933651
ebdc-mace-5-g1-p2-Random,1.281,5,-24682.678821172216
ebdc-mace-5-g1-p4-Mutation,1.253,5,-24587.027497773608
ebdc-mace-5-g1-p5-Random,1.413,5,-24648.226891111233
ebdc-mace-5-g1-p54-Mutation,1.321,5,-24637.30591718387
ebdc-mace-5-g1-p55-Mutation,1.419,5,-24610.447644292362
ebdc-mace-5-g1-p56-Random,1.111,5,-24613.807269723744
ebdc-mace-5-g1-p57-Random,0.468,5,-24580.14200831141
ebdc-mace-5-g1-p58-Mutation,1.3,5,-24586.67544645135
ebdc-mace-5-g1-p59-Random,0.957,5,-24647.325639838233
ebdc-mace-5-g1-p78-Random,1.141,5,-24633.591867952564
ebdc-mace-5-g1-p80-Mutation,1.087,5,-24587.659104884406
ebdc-mace-5-g1-p81-Random,0.815,5,-24538.71894891355
ebdc-mace-5-g1-p82-Random,1.4,5,-24657.8091773867
ebdc-mace-5-g1-p83-Random,1.435,5,-24692.13804919124
ebdc-mace-5-g2-p43-Mutation,1.543,5,-24638.232694057588
ebdc-mace-5-g2-p44-Random,1.572,5,-24665.42001238804
ebdc-mace-5-g2-p104-Mutation,1.426,5,-24662.484849493343
ebdc-mace-5-g2-p106-Mutation,1.088,5,-24559.80360963299
ebdc-mace-5-g2-p107-Random,0.603,5,-24510.815431335795
ebdc-mace-5-g2-p90-Random,1.119,5,-24615.974817626815
ebdc-mace-5-g2-p91-Random,0.929,5,-24607.103834517962
ebdc-mace-5-g2-p93-Random,1.353,5,-24670.092206270572
ebdc-mace-5-g2-p95-Random,0.43,5,-24500.733739496725
ebdc-mace-5-g2-p99-Mutation,1.297,5,-24657.1016897831
ebdc-mace-5-g2-p100-Mutation,1.212,5,-24633.05846344114
ebdc-mace-5-g2-p168-Mutation,1.359,5,-24582.190539615
ebdc-mace-5-g2-p169-Mutation,1.322,5,-24611.56091020826
ebdc-mace-5-g2-p172-Mutation,0.831,5,-24568.899366153746
ebdc-mace-5-g2-p13-Mutation,1.0,5,-24576.261458642864
ebdc-mace-5-g2-p14-Mutation,1.236,5,-24624.80067583149
ebdc-mace-5-g2-p16-Mutation,1.316,5,-24634.475290728453
ebdc-mace-5-g2-p121-Mutation,1.313,5,-24599.483957597757
ebdc-mace-5-g2-p123-Mutation,0.516,5,-24521.02859132926
ebdc-mace-5-g2-p124-Random,1.393,5,-24648.738068700568
ebdc-mace-5-g2-p125-Mutation,1.289,5,-24629.80316411314
ebdc-mace-5-g2-p54-Mutation,1.329,5,-24592.654386084894
ebdc-mace-5-g2-p58-Mutation,1.319,5,-24608.97086045463
ebdc-mace-5-g2-p59-Mutation,0.917,5,-24502.079045779436
ebdc-mace-5-g2-p49-Mutation,1.315,5,-24578.95312771055
ebdc-mace-5-g2-p50-Mutation,1.23,5,-24588.025689635015
ebdc-mace-5-g2-p52-Random,0.441,5,-24619.821649782374
ebdc-mace-5-g2-p126-Mutation,1.287,5,-24624.046888806162
ebdc-mace-5-g2-p127-Random,1.384,5,-24636.04062524082
ebdc-mace-5-g2-p128-Mutation,1.349,5,-24590.423447134475
ebdc-mace-5-g2-p129-Mutation,1.297,5,-24628.83058226856
ebdc-mace-5-g2-p186-Mutation,1.214,5,-24576.989119935493
ebdc-mace-5-g2-p187-Mutation,1.162,5,-24595.379094749413
ebdc-mace-5-g2-p188-Mutation,1.27,5,-24592.511086662336
ebdc-mace-5-g2-p190-Mutation,1.159,5,-24556.388355698076
ebdc-mace-5-g2-p191-Mutation,1.356,5,-24637.405306672947
ebdc-mace-5-g2-p26-Mutation,1.286,5,-24591.36207906706
ebdc-mace-5-g2-p28-Mutation,1.24,5,-24574.865004066352
ebdc-mace-5-g2-p29-Mutation,1.215,5,-24647.824253486644
ebdc-mace-5-g2-p182-Mutation,1.334,5,-24596.666227477766
ebdc-mace-5-g2-p183-Random,1.186,5,-24627.941120881424
ebdc-mace-5-g2-p185-Mutation,1.393,5,-24651.341241733506
ebdc-mace-5-g2-p133-Mutation,0.989,5,-24591.23852497021
ebdc-mace-5-g2-p134-Mutation,1.297,5,-24594.073441087894
ebdc-mace-5-g2-p135-Mutation,1.385,5,-24617.070949292658
ebdc-mace-5-g2-p136-Random,1.374,5,-24666.905287536207
ebdc-mace-5-g2-p137-Random,0.684,5,-24573.307305105754
ebdc-mace-5-g2-p37-Random,1.169,5,-24564.930516218712
ebdc-mace-5-g2-p38-Mutation,1.572,5,-24665.378286736628
ebdc-mace-5-g2-p39-Random,1.485,5,-24677.901290547063
ebdc-mace-5-g2-p40-Mutation,1.109,5,-24542.29303067675
ebdc-mace-5-g2-p41-Mutation,1.415,5,-24646.54951858469
ebdc-mace-5-g2-p66-Mutation,1.354,5,-24650.505593816
ebdc-mace-5-g2-p67-Mutation,1.529,5,-24666.95770100866
ebdc-mace-5-g2-p70-Mutation,0.965,5,-24646.210956547853
ebdc-mace-5-g2-p71-Mutation,1.315,5,-24624.682164979342
ebdc-mace-5-g2-p84-Mutation,1.208,5,-24533.021599763604
ebdc-mace-5-g2-p85-Mutation,1.371,5,-24681.071657578213
ebdc-mace-5-g2-p88-Mutation,0.89,5,-24602.385330868434
ebdc-mace-5-g2-p89-Mutation,1.375,5,-24588.50424743284
ebdc-mace-5-g2-p108-Random,0.882,5,-24619.776248464455
ebdc-mace-5-g2-p110-Mutation,1.407,5,-24701.11576659359
ebdc-mace-5-g2-p111-Mutation,1.15,5,-24590.97704815937
ebdc-mace-5-g2-p113-Mutation,0.873,5,-24564.107692781665
ebdc-mace-5-g2-p2-Mutation,1.355,5,-24641.086090507662
ebdc-mace-5-g2-p3-Mutation,1.45,5,-24595.780770871766
ebdc-mace-5-g2-p4-Mutation,0.939,5,-24609.437949213003
ebdc-mace-5-g2-p60-Mutation,1.397,5,-24600.68246867245
