id,Density_g_cm3,Space_group,Energy_kJ_mol
open_ebdc_mul-g0-p84-Random,0.852,5,-24598.899485985297
open_ebdc_mul-g0-p85-Random,1.302,29,-24621.853020638708
open_ebdc_mul-g0-p86-Random,0.922,29,-24602.18418238361
open_ebdc_mul-g0-p87-Random,1.635,1,-24663.13686063848
open_ebdc_mul-g0-p0-Random,1.27,5,-24627.093445836326
open_ebdc_mul-g0-p1-Random,1.516,7,-24640.98852140345
open_ebdc_mul-g0-p2-Random,0.722,75,-24579.374427056347
open_ebdc_mul-g0-p3-Random,1.268,5,-24619.419497883773
open_ebdc_mul-g0-p4-Random,1.532,33,-24648.750032388765
open_ebdc_mul-g0-p5-Random,1.2,62,-24573.17052665583
open_ebdc_mul-g0-p6-Random,1.489,13,-24652.613070580657
open_ebdc_mul-g0-p7-Random,1.008,19,-24646.149008732773
open_ebdc_mul-g0-p136-Random,1.373,14,-24667.26953176123
open_ebdc_mul-g0-p137-Random,1.116,148,-24588.576950857903
open_ebdc_mul-g0-p138-Random,1.077,76,-24574.692722401353
open_ebdc_mul-g0-p139-Random,1.274,75,-24669.41971397085
open_ebdc_mul-g0-p140-Random,1.42,5,-24626.16496792503
open_ebdc_mul-g0-p141-Random,1.405,1,-24658.460354373638
open_ebdc_mul-g0-p142-Random,1.494,61,-24598.621670782748
open_ebdc_mul-g0-p143-Random,1.428,1,-24653.59411622283
open_ebdc_mul-g0-p144-Random,1.478,2,-24638.555302169225
open_ebdc_mul-g0-p145-Random,1.36,9,-24671.921944485897
open_ebdc_mul-g0-p146-Random,1.399,14,-24635.625740780382
open_ebdc_mul-g0-p147-Random,0.84,145,-24539.652229285457
open_ebdc_mul-g0-p148-Random,1.35,76,-24591.24112991043
open_ebdc_mul-g0-p149-Random,1.42,1,-24651.761078417192
open_ebdc_mul-g0-p150-Random,1.377,62,-24629.84397853533
open_ebdc_mul-g0-p151-Random,1.307,29,-24589.62340944427
open_ebdc_mul-g0-p224-Random,1.567,19,-24651.473462947713
open_ebdc_mul-g0-p225-Random,1.434,9,-24640.679361883616
open_ebdc_mul-g0-p226-Random,1.375,33,-24666.186975851906
open_ebdc_mul-g0-p227-Random,0.861,78,-24612.849269289374
open_ebdc_mul-g0-p228-Random,1.468,60,-24639.57081134423
open_ebdc_mul-g0-p229-Random,1.493,61,-24655.25363597224
open_ebdc_mul-g0-p230-Random,0.905,144,-24621.77257735083
open_ebdc_mul-g0-p231-Random,1.026,62,-24564.4367595397
open_ebdc_mul-g0-p152-Random,1.34,9,-24642.829491914614
open_ebdc_mul-g0-p153-Random,1.341,29,-24617.71592297374
open_ebdc_mul-g0-p154-Random,1.501,4,-24669.560646859638
open_ebdc_mul-g0-p155-Random,1.434,61,-24655.627513916043
open_ebdc_mul-g0-p156-Random,1.426,1,-24661.5307198575
open_ebdc_mul-g0-p157-Random,1.077,60,-24587.6818042737
open_ebdc_mul-g0-p158-Random,0.56,144,-24535.64977398525
open_ebdc_mul-g0-p159-Random,1.203,29,-24601.881095046894
open_ebdc_mul-g0-p232-Random,0.833,77,-24551.861197091934
open_ebdc_mul-g0-p233-Random,0.584,62,-24556.702066195667
open_ebdc_mul-g0-p234-Random,1.46,61,-24661.04688957789
open_ebdc_mul-g0-p235-Random,0.928,78,-24571.236133801038
open_ebdc_mul-g0-p236-Random,1.24,145,-24592.19819735198
open_ebdc_mul-g0-p237-Random,1.352,5,-24656.90812094052
open_ebdc_mul-g0-p238-Random,1.064,75,-24580.2704905966
open_ebdc_mul-g0-p239-Random,1.531,15,-24655.007268733156
open_ebdc_mul-g0-p176-Random,0.611,148,-24524.626491505012
open_ebdc_mul-g0-p177-Random,1.532,9,-24660.020586588453
open_ebdc_mul-g0-p178-Random,1.31,13,-24604.763219129825
open_ebdc_mul-g0-p179-Random,1.377,62,-24622.173148404047
open_ebdc_mul-g0-p180-Random,1.398,60,-24618.84971632966
open_ebdc_mul-g0-p181-Random,1.046,143,-24557.565330576243
open_ebdc_mul-g0-p182-Random,1.398,61,-24643.804579846565
open_ebdc_mul-g0-p183-Random,0.539,4,-24557.78828828126
open_ebdc_mul-g0-p216-Random,0.774,77,-24632.74847578441
open_ebdc_mul-g0-p217-Random,0.672,62,-24563.826329388463
open_ebdc_mul-g0-p218-Random,1.513,29,-24629.353939258097
open_ebdc_mul-g0-p219-Random,1.53,15,-24699.920171446283
open_ebdc_mul-g0-p220-Random,1.379,76,-24630.05672068634
open_ebdc_mul-g0-p221-Random,1.315,14,-24665.34972427796
open_ebdc_mul-g0-p222-Random,1.477,29,-24651.829726607273
open_ebdc_mul-g0-p223-Random,1.435,14,-24663.774225529418
open_ebdc_mul-g0-p160-Random,1.33,14,-24661.335744649445
open_ebdc_mul-g0-p161-Random,0.901,2,-24693.1061472571
open_ebdc_mul-g0-p162-Random,0.985,15,-24589.862022454403
open_ebdc_mul-g0-p163-Random,1.038,75,-24554.523425183583
open_ebdc_mul-g0-p164-Random,1.412,4,-24634.558904385412
open_ebdc_mul-g0-p165-Random,1.423,14,-24639.015172717412
open_ebdc_mul-g0-p166-Random,1.405,4,-24662.706701291565
open_ebdc_mul-g0-p167-Random,1.409,148,-24600.476258119084
open_ebdc_mul-g0-p40-Random,1.477,61,-24673.00978765777
open_ebdc_mul-g0-p41-Random,1.375,5,-24680.768663891147
open_ebdc_mul-g0-p42-Random,0.563,77,-24539.05111911453
open_ebdc_mul-g0-p43-Random,1.342,19,-24638.938838372193
open_ebdc_mul-g0-p44-Random,1.492,29,-24716.231169098166
open_ebdc_mul-g0-p45-Random,1.394,19,-24639.68243606189
open_ebdc_mul-g0-p46-Random,1.3,15,-24625.726882337607
open_ebdc_mul-g0-p47-Random,1.356,14,-24646.19834966222
open_ebdc_mul-g1-p186-Random,1.166,78,-24585.79056596301
open_ebdc_mul-g1-p187-Random,1.526,1,-24663.088865297377
open_ebdc_mul-g1-p188-Random,1.362,145,-24596.614101388794
open_ebdc_mul-g1-p189-Random,1.549,76,-24674.933014814134
open_ebdc_mul-g1-p190-Kept,1.428,29,-24638.660117784566
open_ebdc_mul-g1-p191-Random,1.322,13,-24644.649984582968
open_ebdc_mul-g1-p89-Random,0.991,144,-24604.710013148186
open_ebdc_mul-g1-p90-Kept,1.635,1,-24663.133308065742
open_ebdc_mul-g1-p91-Random,1.494,4,-24622.191544472906
open_ebdc_mul-g1-p92-Random,1.041,145,-24627.642129329444
open_ebdc_mul-g1-p93-Kept,1.578,1,-24644.601961944427
open_ebdc_mul-g1-p94-Kept,1.164,61,-24649.918002063147
open_ebdc_mul-g1-p95-Kept,1.39,4,-24670.516655888274
open_ebdc_mul-g1-p104-Kept,1.407,4,-24639.092944049367
open_ebdc_mul-g1-p105-Random,1.394,13,-24645.506281627848
open_ebdc_mul-g1-p106-Random,1.549,7,-24644.32196470808
open_ebdc_mul-g1-p108-Kept,1.566,4,-24659.81896441183
open_ebdc_mul-g1-p109-Kept,1.503,7,-24707.098656931026
open_ebdc_mul-g1-p111-Random,1.245,29,-24615.551681386933
open_ebdc_mul-g1-p16-Kept,1.447,1,-24655.998791381728
open_ebdc_mul-g1-p17-Kept,1.507,33,-24633.850827094517
open_ebdc_mul-g1-p18-Random,1.253,75,-24656.0584551483
open_ebdc_mul-g1-p19-Random,1.503,78,-24659.32147472073
open_ebdc_mul-g1-p20-Random,1.413,29,-24662.339212917355
open_ebdc_mul-g1-p21-Mutation,1.511,1,-24694.451173439993
open_ebdc_mul-g1-p22-Kept,0.885,62,-24681.09634188858
open_ebdc_mul-g1-p23-Random,0.821,143,-24580.931634648605
open_ebdc_mul-g1-p136-Kept,1.373,14,-24667.067719610925
open_ebdc_mul-g1-p137-Random,1.323,143,-24591.084249271742
open_ebdc_mul-g1-p138-Random,0.871,148,-24597.5172786918
open_ebdc_mul-g1-p139-Kept,1.274,75,-24669.711102970286
open_ebdc_mul-g1-p140-Random,0.885,143,-24539.762206315838
open_ebdc_mul-g1-p141-Kept,1.405,1,-24658.412526509423
open_ebdc_mul-g1-p142-Random,1.483,2,-24642.31544744886
open_ebdc_mul-g1-p143-Kept,1.576,1,-24688.763772512022
open_ebdc_mul-g1-p72-Random,0.961,4,-24590.36928397236
open_ebdc_mul-g1-p73-Random,1.225,1,-24614.652674941153
open_ebdc_mul-g1-p74-Kept,1.442,61,-24675.79437007914
open_ebdc_mul-g1-p75-Random,0.879,60,-24579.37941047597
open_ebdc_mul-g1-p77-Kept,1.363,76,-24633.76800957894
open_ebdc_mul-g1-p79-Kept,1.321,14,-24657.962540544486
open_ebdc_mul-g1-p96-Random,0.924,1,-24574.392753644945
open_ebdc_mul-g1-p97-Kept,1.45,77,-24646.87074660379
open_ebdc_mul-g1-p98-Kept,1.317,60,-24655.19146842881
open_ebdc_mul-g1-p100-Random,1.266,33,-24603.774860236696
open_ebdc_mul-g1-p101-Random,1.303,29,-24614.135524686713
open_ebdc_mul-g1-p102-Kept,1.576,2,-24676.858972591694
open_ebdc_mul-g1-p103-Mutation,1.485,19,-24668.35121418412
open_ebdc_mul-g1-p128-Random,1.426,4,-24627.626657448276
open_ebdc_mul-g1-p129-Kept,1.582,1,-24675.233831096313
open_ebdc_mul-g1-p130-Kept,0.923,2,-24696.43694677001
open_ebdc_mul-g1-p131-Random,0.813,77,-24570.188141296418
open_ebdc_mul-g1-p132-Random,1.405,1,-24658.66618667122
open_ebdc_mul-g1-p133-Kept,1.499,4,-24652.407404660866
open_ebdc_mul-g1-p134-Kept,1.372,4,-24649.25242156229
open_ebdc_mul-g1-p135-Mutation,1.593,1,-24666.994263216002
open_ebdc_mul-g1-p200-Random,1.474,13,-24627.51232676339
open_ebdc_mul-g1-p201-Kept,1.635,1,-24663.65094211573
open_ebdc_mul-g1-p202-Kept,1.389,9,-24646.93309304013
open_ebdc_mul-g1-p204-Random,0.858,143,-24539.939093519377
open_ebdc_mul-g1-p205-Kept,1.471,75,-24640.503027894174
open_ebdc_mul-g1-p206-Mutation,1.434,7,-24675.20867338813
open_ebdc_mul-g1-p207-Random,1.387,4,-24680.899606520354
open_ebdc_mul-g1-p8-Random,0.79,75,-24546.32154758193
open_ebdc_mul-g1-p9-Random,1.164,143,-24587.83734294351
open_ebdc_mul-g1-p10-Random,1.05,13,-24608.615437344986
open_ebdc_mul-g1-p11-Mutation,1.334,2,-24704.166077669368
open_ebdc_mul-g1-p12-Random,1.426,61,-24641.752479752333
open_ebdc_mul-g1-p13-Kept,1.333,33,-24648.861338897965
open_ebdc_mul-g1-p14-Random,1.521,19,-24663.101677933882
open_ebdc_mul-g1-p15-Kept,1.364,9,-24656.780327687396
open_ebdc_mul-g1-p120-Random,0.733,76,-24549.091750954278
open_ebdc_mul-g1-p121-Random,1.449,15,-24636.81522182253
open_ebdc_mul-g1-p123-Kept,1.466,7,-24650.231701214732
open_ebdc_mul-g1-p124-Random,0.67,145,-24519.20461739487
open_ebdc_mul-g1-p125-Random,1.023,78,-24587.156286329006
open_ebdc_mul-g1-p126-Random,1.494,61,-24650.247877215497
open_ebdc_mul-g1-p127-Random,1.433,13,-24627.677694579128
open_ebdc_mul-g1-p80-Random,1.429,148,-24573.689114629917
open_ebdc_mul-g1-p81-Kept,1.407,29,-24656.748725684498
open_ebdc_mul-g1-p82-Random,1.375,2,-24647.299855379893
open_ebdc_mul-g1-p83-Kept,1.071,19,-24654.370010076065
open_ebdc_mul-g1-p84-Random,1.03,144,-24549.70574955583
open_ebdc_mul-g1-p85-Random,1.428,9,-24648.41465917337
open_ebdc_mul-g1-p86-Random,1.33,2,-24671.00588921355
open_ebdc_mul-g1-p87-Kept,1.635,1,-24662.991553448417
open_ebdc_mul-g1-p0-Random,1.481,61,-24651.941573481137
open_ebdc_mul-g1-p1-Mutation,1.41,7,-24693.378270683912
open_ebdc_mul-g1-p2-Random,1.505,78,-24673.782593439206
open_ebdc_mul-g1-p3-Random,1.433,145,-24647.058466759816
open_ebdc_mul-g1-p5-Random,1.506,9,-24649.24913620845
open_ebdc_mul-g1-p6-Kept,1.491,13,-24652.436545749402
open_ebdc_mul-g1-p7-Kept,1.012,19,-24644.941051254274
open_ebdc_mul-g1-p112-Random,0.628,75,-24534.914354698583
open_ebdc_mul-g1-p113-Kept,1.456,19,-24673.024859838893
open_ebdc_mul-g1-p115-Random,0.905,148,-24608.05608679436
open_ebdc_mul-g1-p116-Mutation,1.422,2,-24669.704597833428
open_ebdc_mul-g1-p117-Random,1.369,77,-24573.442508791297
open_ebdc_mul-g1-p118-Kept,1.449,7,-24650.702767447376
open_ebdc_mul-g1-p119-Random,0.914,15,-24699.762798540145
open_ebdc_mul-g1-p48-Kept,1.439,2,-24637.517299513525
open_ebdc_mul-g1-p49-Random,1.461,144,-24608.917444731436
open_ebdc_mul-g1-p50-Kept,0.911,5,-24638.545979886363
open_ebdc_mul-g1-p51-Random,1.436,76,-24624.608435069837
open_ebdc_mul-g1-p52-Random,1.241,78,-24586.916315346003
open_ebdc_mul-g1-p53-Random,1.205,148,-24565.386689442646
open_ebdc_mul-g1-p54-Kept,1.383,61,-24646.7912573059
open_ebdc_mul-g1-p55-Random,0.975,75,-24554.30237027948
open_ebdc_mul-g1-p160-Kept,1.401,14,-24670.855447616435
open_ebdc_mul-g1-p161-Kept,0.925,2,-24697.62281133234
open_ebdc_mul-g1-p162-Random,1.523,5,-24649.798696218233
open_ebdc_mul-g1-p163-Random,1.404,7,-24639.718240497205
open_ebdc_mul-g1-p164-Kept,1.412,4,-24634.13645769194
open_ebdc_mul-g1-p167-Random,0.912,7,-24688.405234068192
open_ebdc_mul-g1-p24-Random,0.7,148,-24533.092130274657
open_ebdc_mul-g1-p25-Kept,1.466,29,-24648.744073458347
open_ebdc_mul-g1-p26-Random,1.399,2,-24668.767847990883
open_ebdc_mul-g1-p27-Mutation,1.408,2,-24643.95384837247
open_ebdc_mul-g1-p28-Kept,1.373,2,-24680.398524711196
open_ebdc_mul-g1-p29-Mutation,1.413,7,-24649.343668746653
open_ebdc_mul-g1-p30-Random,1.416,5,-24654.432076806
open_ebdc_mul-g1-p31-Random,1.443,13,-24622.49125475436
open_ebdc_mul-g1-p64-Random,0.457,144,-24527.12770987757
open_ebdc_mul-g1-p65-Random,0.877,14,-24658.69302336839
open_ebdc_mul-g1-p66-Random,1.382,7,-24652.442344894454
open_ebdc_mul-g1-p67-Random,0.725,60,-24543.035926495035
open_ebdc_mul-g1-p68-Random,1.431,29,-24633.21651845117
open_ebdc_mul-g1-p69-Random,0.65,62,-24557.903036444783
open_ebdc_mul-g1-p70-Random,1.26,60,-24588.906662474332
open_ebdc_mul-g1-p71-Mutation,1.442,1,-24643.819622562725
open_ebdc_mul-g1-p208-Kept,1.396,75,-24665.450604555648
open_ebdc_mul-g1-p209-Random,1.138,144,-24649.677222122846
open_ebdc_mul-g1-p210-Random,1.502,4,-24646.886393776138
open_ebdc_mul-g1-p211-Mutation,1.493,61,-24635.01669998656
open_ebdc_mul-g1-p212-Random,0.759,60,-24551.571401814133
open_ebdc_mul-g1-p213-Random,0.882,144,-24612.573314304755
open_ebdc_mul-g1-p214-Random,1.249,14,-24607.052361221668
open_ebdc_mul-g1-p215-Kept,1.358,2,-24659.886764828327
open_ebdc_mul-g1-p248-Random,1.07,148,-24572.492374673468
open_ebdc_mul-g1-p249-Kept,1.526,14,-24657.053212603914
open_ebdc_mul-g1-p250-Kept,0.912,13,-24702.21645708848
open_ebdc_mul-g1-p251-Mutation,1.404,19,-24650.545549355025
open_ebdc_mul-g1-p252-Kept,1.433,61,-24636.41131281979
open_ebdc_mul-g1-p253-Random,1.4,2,-24668.013057687534
open_ebdc_mul-g1-p254-Kept,0.797,77,-24642.624135333484
open_ebdc_mul-g1-p255-Random,0.888,76,-24593.157268534153
open_ebdc_mul-g1-p56-Random,1.045,13,-24589.46421560608
open_ebdc_mul-g1-p57-Kept,1.424,2,-24655.68101223672
open_ebdc_mul-g1-p58-Random,0.717,148,-24559.789396552722
open_ebdc_mul-g1-p59-Mutation,1.368,4,-24684.654211521127
open_ebdc_mul-g1-p60-Kept,1.382,7,-24652.753641730367
open_ebdc_mul-g1-p61-Kept,1.317,5,-24655.47849154589
open_ebdc_mul-g1-p62-Random,1.471,61,-24641.651675364195
open_ebdc_mul-g1-p152-Kept,1.34,9,-24643.497941119018
