id,Density_g_cm3,Space_group,Energy_kJ_mol
open_ebdc_mul-g25-p168-Kept,0.755,78,-24538.25139393792
open_ebdc_mul-g25-p169-Kept,1.453,29,-24652.798478498375
open_ebdc_mul-g25-p170-Mutation,1.364,1,-24648.268289400814
open_ebdc_mul-g25-p171-Mutation,1.494,1,-24687.921285730048
open_ebdc_mul-g25-p172-Kept,1.277,4,-24619.22124769333
open_ebdc_mul-g25-p173-Kept,1.301,29,-24578.681362053816
open_ebdc_mul-g25-p174-Kept,1.431,9,-24681.30447542261
open_ebdc_mul-g25-p175-Random,0.902,19,-24695.708974708305
open_ebdc_mul-g25-p232-Random,1.322,144,-24589.122666015726
open_ebdc_mul-g25-p233-Kept,1.601,9,-24661.024133939518
open_ebdc_mul-g25-p234-Random,0.475,77,-24546.070675203107
open_ebdc_mul-g25-p235-Random,0.893,62,-24537.091970040863
open_ebdc_mul-g25-p236-Kept,1.496,60,-24651.559647007776
open_ebdc_mul-g25-p238-Kept,1.391,77,-24593.31638479993
open_ebdc_mul-g25-p239-Kept,1.259,15,-24658.962994716094
open_ebdc_mul-g25-p80-Kept,0.705,144,-24526.639609925656
open_ebdc_mul-g25-p81-Mutation,1.449,4,-24692.378191680706
open_ebdc_mul-g25-p82-Mutation,1.511,7,-24652.532210813053
open_ebdc_mul-g25-p83-Kept,1.396,77,-24655.81492585675
open_ebdc_mul-g25-p84-Kept,1.29,60,-24657.86539190167
open_ebdc_mul-g25-p85-Kept,1.008,75,-24582.71732480755
open_ebdc_mul-g25-p86-Mutation,1.337,77,-24642.4813713392
open_ebdc_mul-g25-p87-Kept,1.326,19,-24647.55245029216
open_ebdc_mul-g25-p48-Kept,1.364,4,-24638.471917617167
open_ebdc_mul-g25-p49-Kept,0.684,33,-24553.2205115352
open_ebdc_mul-g25-p50-Kept,1.413,4,-24654.65561090291
open_ebdc_mul-g25-p51-Kept,1.196,77,-24563.15119847255
open_ebdc_mul-g25-p52-Kept,1.493,14,-24678.08445339784
open_ebdc_mul-g25-p53-Mutation,1.431,4,-24609.24900934702
open_ebdc_mul-g25-p55-Mutation,1.402,1,-24665.357498596575
open_ebdc_mul-g25-p192-Kept,1.11,75,-24578.225321551236
open_ebdc_mul-g25-p194-Kept,1.431,13,-24666.477902147755
open_ebdc_mul-g25-p195-Kept,1.393,15,-24619.56679130139
open_ebdc_mul-g25-p196-Kept,1.522,4,-24677.82010404722
open_ebdc_mul-g25-p197-Mutation,1.371,13,-24673.12350741504
open_ebdc_mul-g25-p198-Random,1.55,76,-24631.530429498805
open_ebdc_mul-g25-p136-Kept,1.529,9,-24634.04715269212
open_ebdc_mul-g25-p137-Kept,1.571,78,-24640.781930935467
open_ebdc_mul-g25-p138-Mutation,0.935,29,-24642.393854173024
open_ebdc_mul-g25-p139-Mutation,1.359,19,-24623.70292053961
open_ebdc_mul-g25-p140-Mutation,1.296,7,-24633.81348193841
open_ebdc_mul-g25-p141-Random,1.259,75,-24653.947440025047
open_ebdc_mul-g25-p142-Kept,1.292,9,-24620.321662796832
open_ebdc_mul-g25-p248-Kept,1.421,2,-24686.796533220546
open_ebdc_mul-g25-p249-Mutation,1.466,1,-24666.488526441284
open_ebdc_mul-g25-p250-Kept,1.213,62,-24610.379646289344
open_ebdc_mul-g25-p251-Kept,1.412,1,-24646.72754443177
open_ebdc_mul-g25-p252-Kept,1.338,2,-24659.12301760275
open_ebdc_mul-g25-p253-Kept,1.457,29,-24648.98763830133
open_ebdc_mul-g25-p254-Kept,0.436,33,-24512.034565547976
open_ebdc_mul-g25-p255-Random,1.304,19,-24593.62649186983
open_ebdc_mul-g25-p56-Kept,1.392,7,-24582.91553731457
open_ebdc_mul-g25-p57-Kept,1.386,60,-24659.945588349838
open_ebdc_mul-g25-p58-Kept,1.573,33,-24656.91692660934
open_ebdc_mul-g25-p59-Mutation,1.296,76,-24630.333019893293
open_ebdc_mul-g25-p60-Random,0.959,19,-24617.92810261536
open_ebdc_mul-g25-p61-Kept,0.498,148,-24567.967897822502
open_ebdc_mul-g25-p62-Random,1.29,33,-24641.47393854911
open_ebdc_mul-g25-p63-Kept,1.506,14,-24660.81827496654
open_ebdc_mul-g25-p144-Kept,0.39,61,-24624.46889450576
open_ebdc_mul-g25-p145-Kept,1.517,7,-24658.36616742599
open_ebdc_mul-g25-p146-Kept,1.359,7,-24679.781292614476
open_ebdc_mul-g25-p147-Kept,1.148,76,-24621.608685894036
open_ebdc_mul-g25-p148-Random,1.338,78,-24643.33348547849
open_ebdc_mul-g25-p149-Kept,1.023,76,-24587.927923508356
open_ebdc_mul-g25-p150-Kept,1.214,15,-24613.590305202146
open_ebdc_mul-g25-p151-Kept,1.533,1,-24680.74472197282
open_ebdc_mul-g25-p176-Kept,0.956,1,-24662.75726989408
open_ebdc_mul-g25-p178-Random,1.388,4,-24628.368819146766
open_ebdc_mul-g25-p179-Mutation,1.452,77,-24627.666745573253
open_ebdc_mul-g25-p180-Kept,1.412,13,-24633.25875624649
open_ebdc_mul-g25-p181-Kept,1.358,5,-24608.125513317667
open_ebdc_mul-g25-p182-Kept,1.435,4,-24650.664692459977
open_ebdc_mul-g25-p183-Kept,0.871,61,-24589.14422083724
open_ebdc_mul-g25-p72-Kept,1.541,33,-24649.878797287154
open_ebdc_mul-g25-p73-Kept,1.203,1,-24607.202845120835
open_ebdc_mul-g25-p75-Kept,1.395,14,-24669.963440144216
open_ebdc_mul-g25-p76-Kept,1.45,77,-24646.719043458506
open_ebdc_mul-g25-p77-Kept,1.314,5,-24648.10330567281
open_ebdc_mul-g25-p78-Mutation,1.318,76,-24643.691981703287
open_ebdc_mul-g25-p79-Kept,1.42,13,-24677.838850309716
open_ebdc_mul-g25-p120-Mutation,1.436,14,-24672.055114431038
open_ebdc_mul-g25-p121-Random,1.439,60,-24667.264725414087
open_ebdc_mul-g25-p122-Kept,1.522,9,-24640.62617945369
open_ebdc_mul-g25-p123-Kept,1.438,7,-24652.797133569835
open_ebdc_mul-g25-p124-Mutation,1.584,1,-24686.583933098405
open_ebdc_mul-g25-p126-Kept,1.397,4,-24677.957959633484
open_ebdc_mul-g25-p127-Kept,1.31,5,-24644.286626843757
open_ebdc_mul-g25-p112-Random,0.692,62,-24505.73091319256
open_ebdc_mul-g25-p113-Kept,1.526,19,-24681.87298684499
open_ebdc_mul-g25-p114-Kept,1.408,1,-24653.541950041777
open_ebdc_mul-g25-p115-Kept,1.36,29,-24628.361204338355
open_ebdc_mul-g25-p116-Random,1.51,5,-24589.66805188381
open_ebdc_mul-g25-p117-Kept,1.258,13,-24626.637363168706
open_ebdc_mul-g25-p118-Kept,1.404,19,-24628.010016303364
open_ebdc_mul-g25-p119-Kept,0.689,61,-24586.43714084893
open_ebdc_mul-g25-p224-Kept,0.995,7,-24587.085948493495
open_ebdc_mul-g25-p226-Random,1.302,14,-24657.218133161576
open_ebdc_mul-g25-p227-Mutation,1.425,9,-24657.744091607856
open_ebdc_mul-g25-p228-Mutation,1.507,2,-24672.313096077673
open_ebdc_mul-g25-p230-Mutation,1.258,5,-24593.10720848379
open_ebdc_mul-g25-p231-Kept,1.345,14,-24670.818131171207
open_ebdc_mul-g25-p16-Kept,1.311,14,-24668.425244700124
open_ebdc_mul-g25-p17-Kept,1.2,13,-24643.728151471874
open_ebdc_mul-g25-p19-Random,1.393,19,-24630.361582966707
open_ebdc_mul-g25-p20-Kept,0.928,61,-24604.097293390525
open_ebdc_mul-g25-p21-Random,1.522,4,-24651.66405139385
open_ebdc_mul-g25-p23-Kept,1.089,15,-24622.88932609801
open_ebdc_mul-g25-p89-Kept,1.564,9,-24663.180890870073
open_ebdc_mul-g25-p90-Kept,1.543,14,-24673.039077517664
open_ebdc_mul-g25-p91-Kept,1.41,5,-24639.48828229709
open_ebdc_mul-g25-p92-Kept,0.903,33,-24604.080531410593
open_ebdc_mul-g25-p93-Kept,0.988,62,-24584.91178919597
open_ebdc_mul-g25-p94-Kept,1.461,9,-24630.758029742443
open_ebdc_mul-g25-p95-Mutation,1.332,33,-24599.482744462584
open_ebdc_mul-g25-p240-Kept,1.068,5,-24601.47879938058
open_ebdc_mul-g25-p241-Mutation,1.478,7,-24670.71341116419
open_ebdc_mul-g25-p242-Mutation,1.522,7,-24681.098997268527
open_ebdc_mul-g25-p243-Kept,0.969,15,-24557.263910463753
open_ebdc_mul-g25-p244-Kept,1.297,1,-24674.93750965985
open_ebdc_mul-g25-p245-Random,0.719,61,-24531.51287744365
open_ebdc_mul-g25-p246-Kept,1.457,60,-24662.17032555246
open_ebdc_mul-g25-p152-Mutation,1.334,4,-24676.050978390194
open_ebdc_mul-g25-p153-Kept,1.48,76,-24613.471394415763
open_ebdc_mul-g25-p155-Random,1.27,15,-24639.689270356263
open_ebdc_mul-g25-p156-Kept,1.585,7,-24667.535654704796
open_ebdc_mul-g25-p157-Kept,1.505,9,-24651.865672333748
open_ebdc_mul-g25-p158-Random,1.402,2,-24702.155609625308
open_ebdc_mul-g25-p159-Kept,1.399,13,-24653.100574239223
open_ebdc_mul-g25-p24-Kept,1.126,7,-24552.16465109111
open_ebdc_mul-g25-p25-Kept,1.461,29,-24630.91400863853
open_ebdc_mul-g25-p26-Kept,1.577,1,-24665.903814392597
open_ebdc_mul-g25-p27-Mutation,0.925,2,-24697.84417957897
open_ebdc_mul-g25-p28-Random,1.326,5,-24636.216392636652
open_ebdc_mul-g25-p29-Kept,1.482,15,-24688.627067354828
open_ebdc_mul-g25-p30-Mutation,1.367,4,-24583.50437488038
open_ebdc_mul-g25-p31-Mutation,1.451,13,-24670.525138747824
open_ebdc_mul-g25-p128-Mutation,1.249,7,-24633.992903595696
open_ebdc_mul-g25-p129-Kept,1.524,1,-24675.0835564924
open_ebdc_mul-g25-p130-Kept,1.37,2,-24682.791214834982
open_ebdc_mul-g25-p131-Mutation,1.584,2,-24684.192585424167
open_ebdc_mul-g25-p132-Kept,1.257,15,-24649.701972660594
open_ebdc_mul-g25-p133-Random,1.357,2,-24681.47829001877
open_ebdc_mul-g25-p134-Mutation,1.251,15,-24585.314575080447
open_ebdc_mul-g25-p135-Kept,0.911,33,-24672.489483700036
open_ebdc_mul-g25-p105-Random,1.434,5,-24671.206844901335
open_ebdc_mul-g25-p106-Kept,1.338,9,-24607.78023107972
open_ebdc_mul-g25-p107-Kept,1.269,76,-24633.74073477241
open_ebdc_mul-g25-p108-Random,1.493,9,-24693.319797581542
open_ebdc_mul-g25-p109-Kept,1.443,61,-24659.36232416371
open_ebdc_mul-g25-p110-Kept,1.274,29,-24595.710862753655
open_ebdc_mul-g25-p111-Kept,1.072,15,-24634.560160088582
open_ebdc_mul-g25-p0-Kept,1.509,61,-24662.077762076537
open_ebdc_mul-g25-p1-Kept,1.537,7,-24644.310341217824
open_ebdc_mul-g25-p2-Random,0.77,148,-24545.661438665997
open_ebdc_mul-g25-p3-Kept,1.452,15,-24676.11451584424
open_ebdc_mul-g25-p4-Random,1.452,7,-24619.097391315958
open_ebdc_mul-g25-p5-Kept,1.164,9,-24670.448717580537
open_ebdc_mul-g25-p6-Mutation,1.145,4,-24601.553470258965
open_ebdc_mul-g25-p7-Kept,1.415,4,-24658.914534043564
open_ebdc_mul-g25-p64-Mutation,1.283,7,-24628.973676806072
open_ebdc_mul-g25-p65-Kept,1.254,78,-24620.279985148172
open_ebdc_mul-g25-p66-Kept,1.255,60,-24635.497035431363
open_ebdc_mul-g25-p67-Kept,1.48,15,-24631.367689944655
open_ebdc_mul-g25-p68-Kept,1.368,19,-24659.203359766245
open_ebdc_mul-g25-p69-Kept,0.743,5,-24542.292456292736
open_ebdc_mul-g25-p70-Mutation,1.414,13,-24643.670149298563
open_ebdc_mul-g25-p71-Kept,1.405,14,-24609.226163668252
open_ebdc_mul-g25-p40-Kept,1.372,7,-24655.43426611059
open_ebdc_mul-g25-p41-Random,0.484,144,-24505.38586731364
open_ebdc_mul-g25-p42-Mutation,1.472,61,-24617.14074910184
open_ebdc_mul-g25-p43-Kept,1.238,15,-24629.512605106494
open_ebdc_mul-g25-p44-Mutation,1.058,15,-24653.02860536991
open_ebdc_mul-g25-p45-Kept,1.472,15,-24673.818388707896
open_ebdc_mul-g25-p46-Kept,1.317,5,-24655.421234130245
open_ebdc_mul-g25-p47-Kept,1.394,2,-24663.638419301435
open_ebdc_mul-g26-p32-Random,1.155,143,-24663.413394779294
open_ebdc_mul-g26-p33-Kept,0.969,75,-24555.977016777742
open_ebdc_mul-g26-p35-Kept,1.47,7,-24647.187383467066
open_ebdc_mul-g26-p36-Kept,1.494,1,-24687.897227902144
open_ebdc_mul-g26-p37-Kept,1.389,14,-24659.498583902467
open_ebdc_mul-g26-p39-Random,0.761,144,-24550.73673138421
open_ebdc_mul-g26-p200-Kept,1.464,5,-24665.498684689424
open_ebdc_mul-g26-p201-Kept,1.36,4,-24653.239309773806
open_ebdc_mul-g26-p202-Kept,1.459,4,-24672.108988260083
open_ebdc_mul-g26-p203-Random,1.302,13,-24631.259976039473
open_ebdc_mul-g26-p206-Mutation,1.476,19,-24646.89777184619
open_ebdc_mul-g26-p207-Random,0.97,144,-24560.24456628104
open_ebdc_mul-g26-p168-Mutation,1.48,78,-24613.38706747003
open_ebdc_mul-g26-p169-Mutation,1.496,29,-24626.50983685059
open_ebdc_mul-g26-p170-Kept,1.322,1,-24653.24317926589
open_ebdc_mul-g26-p171-Mutation,1.443,1,-24667.436382112115
open_ebdc_mul-g26-p172-Mutation,1.349,4,-24622.767286976938
open_ebdc_mul-g26-p174-Mutation,1.365,9,-24698.498306935828
open_ebdc_mul-g26-p175-Mutation,1.431,19,-24656.867654654747
open_ebdc_mul-g26-p8-Mutation,1.42,1,-24657.371071136877
open_ebdc_mul-g26-p10-Kept,1.413,29,-24608.795838277787
open_ebdc_mul-g26-p11-Kept,1.183,15,-24596.202526009518
open_ebdc_mul-g26-p12-Kept,1.297,19,-24625.608074136315
open_ebdc_mul-g26-p14-Kept,1.49,9,-24660.73294521607
open_ebdc_mul-g26-p80-Mutation,1.305,15,-24584.424662963214
open_ebdc_mul-g26-p81-Kept,1.449,4,-24692.376780980834
open_ebdc_mul-g26-p82-Mutation,1.53,7,-24668.807732760655
open_ebdc_mul-g26-p86-Kept,1.31,77,-24664.66548597547
open_ebdc_mul-g26-p87-Random,0.898,19,-24679.081206781775
open_ebdc_mul-g26-p48-Random,1.343,78,-24609.4751865189
open_ebdc_mul-g26-p49-Kept,0.683,33,-24549.474398885028
open_ebdc_mul-g26-p50-Kept,1.413,4,-24654.3500422306
open_ebdc_mul-g26-p51-Kept,1.196,77,-24563.212166870948
open_ebdc_mul-g26-p52-Mutation,1.35,14,-24619.927714819707
open_ebdc_mul-g26-p53-Kept,1.413,4,-24612.287396875385
open_ebdc_mul-g26-p54-Kept,0.793,75,-24552.761375307284
open_ebdc_mul-g26-p55-Kept,1.402,1,-24665.75331814434
open_ebdc_mul-g26-p233-Random,0.69,148,-24569.67108286935
open_ebdc_mul-g26-p234-Random,1.006,144,-24605.17153420849
open_ebdc_mul-g26-p235-Random,0.797,62,-24536.227994494442
open_ebdc_mul-g26-p236-Kept,1.496,60,-24651.559654961704
open_ebdc_mul-g26-p237-Kept,0.861,78,-24599.47784655292
open_ebdc_mul-g26-p239-Kept,1.259,15,-24658.740708276437
open_ebdc_mul-g26-p208-Kept,1.262,61,-24610.84773131742
open_ebdc_mul-g26-p209-Kept,1.249,33,-24631.200324360267
open_ebdc_mul-g26-p210-Kept,1.332,5,-24619.95616255192
open_ebdc_mul-g26-p211-Kept,1.442,4,-24659.6353864926
open_ebdc_mul-g26-p212-Kept,1.399,2,-24674.30976665663
open_ebdc_mul-g26-p213-Kept,1.169,2,-24679.835489681027
open_ebdc_mul-g26-p214-Mutation,1.377,78,-24598.207864874177
open_ebdc_mul-g26-p248-Mutation,1.447,2,-24667.07017950586
open_ebdc_mul-g26-p249-Mutation,1.404,1,-24618.56935687135
open_ebdc_mul-g26-p250-Kept,1.211,62,-24610.267359494013
open_ebdc_mul-g26-p251-Mutation,1.454,19,-24680.482038804894
open_ebdc_mul-g26-p252-Kept,1.338,2,-24659.07788324673
open_ebdc_mul-g26-p253-Kept,1.457,29,-24648.96997558328
open_ebdc_mul-g26-p255-Kept,1.494,19,-24642.30894821137
open_ebdc_mul-g26-p56-Mutation,1.358,7,-24606.56084339919
open_ebdc_mul-g26-p57-Kept,1.386,60,-24659.945535679355
open_ebdc_mul-g26-p58-Kept,1.573,33,-24656.916677803023
open_ebdc_mul-g26-p59-Kept,1.302,76,-24635.708548747094
open_ebdc_mul-g26-p60-Random,1.313,9,-24637.465308844883
open_ebdc_mul-g26-p61-Mutation,1.593,2,-24673.249386275278
open_ebdc_mul-g26-p63-Mutation,1.516,14,-24653.47314134533
open_ebdc_mul-g26-p160-Mutation,1.362,15,-24638.68968966062
open_ebdc_mul-g26-p161-Random,1.431,19,-24647.81782145626
open_ebdc_mul-g26-p162-Kept,0.774,75,-24560.928337482987
open_ebdc_mul-g26-p163-Random,0.676,76,-24553.22556216703
open_ebdc_mul-g26-p164-Mutation,1.245,76,-24564.58674577272
open_ebdc_mul-g26-p165-Kept,1.404,4,-24632.161968731303
open_ebdc_mul-g26-p167-Kept,1.425,19,-24660.285799706817
open_ebdc_mul-g26-p72-Mutation,1.49,33,-24658.123874516004
open_ebdc_mul-g26-p73-Kept,1.205,1,-24606.78289059715
open_ebdc_mul-g26-p74-Random,0.94,7,-24655.06943521752
open_ebdc_mul-g26-p76-Kept,1.45,77,-24646.719090927483
open_ebdc_mul-g26-p77-Kept,1.314,5,-24648.1032888164
open_ebdc_mul-g26-p78-Kept,1.318,76,-24644.477036099248
open_ebdc_mul-g26-p79-Mutation,1.528,13,-24688.54555475499
open_ebdc_mul-g26-p177-Kept,1.297,14,-24656.37522326683
open_ebdc_mul-g26-p178-Kept,1.388,4,-24628.368867215224
open_ebdc_mul-g26-p180-Mutation,1.423,13,-24598.81937878844
open_ebdc_mul-g26-p181-Kept,1.358,5,-24608.121443904467
open_ebdc_mul-g26-p182-Mutation,1.521,4,-24663.992086617814
open_ebdc_mul-g26-p183-Kept,0.871,61,-24588.977584993187
open_ebdc_mul-g26-p216-Kept,0.82,148,-24553.397626282684
open_ebdc_mul-g26-p218-Kept,1.02,143,-24556.41188494115
open_ebdc_mul-g26-p219-Kept,1.506,14,-24661.77083809993
open_ebdc_mul-g26-p220-Kept,1.455,5,-24653.463999824984
open_ebdc_mul-g26-p221-Random,0.789,148,-24523.37089831426
open_ebdc_mul-g26-p222-Kept,1.397,15,-24668.702524201795
open_ebdc_mul-g26-p223-Mutation,1.239,7,-24579.47116344582
open_ebdc_mul-g26-p96-Mutation,1.231,5,-24588.262639258322
open_ebdc_mul-g26-p97-Random,1.24,60,-24645.22073124582
open_ebdc_mul-g26-p98-Kept,1.441,5,-24647.285346606506
open_ebdc_mul-g26-p99-Kept,1.096,75,-24587.55596478222
open_ebdc_mul-g26-p100-Kept,1.476,78,-24611.3682271191
open_ebdc_mul-g26-p101-Kept,1.54,2,-24653.314043814324
open_ebdc_mul-g26-p102-Mutation,1.507,4,-24631.433294119375
open_ebdc_mul-g26-p103-Kept,0.682,78,-24594.249597696813
open_ebdc_mul-g26-p64-Random,1.485,78,-24645.90066243107
open_ebdc_mul-g26-p65-Kept,1.254,78,-24619.93072464428
open_ebdc_mul-g26-p66-Mutation,1.444,60,-24597.066829154635
open_ebdc_mul-g26-p67-Random,0.529,4,-24565.674130949574
open_ebdc_mul-g26-p68-Kept,1.368,19,-24659.197427743828
open_ebdc_mul-g26-p69-Kept,0.743,5,-24546.07647835937
open_ebdc_mul-g26-p70-Kept,1.414,13,-24643.669577702032
open_ebdc_mul-g26-p71-Mutation,1.406,14,-24642.605546546834
open_ebdc_mul-g26-p184-Kept,1.384,2,-24629.02218436925
open_ebdc_mul-g26-p185-Kept,1.466,29,-24609.093113742343
open_ebdc_mul-g26-p186-Random,1.48,60,-24645.036843345137
open_ebdc_mul-g26-p187-Random,1.4,2,-24667.37698578458
open_ebdc_mul-g26-p188-Random,1.491,15,-24623.68042028647
open_ebdc_mul-g26-p189-Mutation,1.355,29,-24637.675352495567
open_ebdc_mul-g26-p190-Kept,1.373,1,-24670.531611272432
open_ebdc_mul-g26-p191-Kept,1.442,19,-24669.614881835325
open_ebdc_mul-g26-p224-Kept,0.995,7,-24587.18920676349
open_ebdc_mul-g26-p225-Random,0.581,145,-24572.76273543318
open_ebdc_mul-g26-p226-Kept,1.303,14,-24653.33557894454
open_ebdc_mul-g26-p227-Random,1.222,19,-24652.69023240556
open_ebdc_mul-g26-p228-Random,1.117,143,-24557.316482668975
open_ebdc_mul-g26-p229-Random,1.61,1,-24646.595481798195
open_ebdc_mul-g26-p230-Mutation,1.445,5,-24660.632509545838
open_ebdc_mul-g26-p231-Kept,1.363,14,-24679.292669813974
open_ebdc_mul-g26-p24-Kept,1.126,7,-24555.725142779662
open_ebdc_mul-g26-p26-Mutation,1.353,1,-24665.355898807793
open_ebdc_mul-g26-p27-Random,1.312,14,-24682.222114654218
open_ebdc_mul-g26-p28-Kept,1.308,5,-24638.631043565787
open_ebdc_mul-g26-p29-Random,1.376,148,-24633.8884050537
open_ebdc_mul-g26-p30-Mutation,1.483,4,-24671.008466319076
open_ebdc_mul-g26-p31-Kept,1.451,13,-24670.419771412355
open_ebdc_mul-g26-p144-Kept,0.393,61,-24625.042928515475
open_ebdc_mul-g26-p145-Kept,1.536,7,-24675.01561851539
open_ebdc_mul-g26-p146-Mutation,1.414,7,-24672.334578879152
open_ebdc_mul-g26-p147-Mutation,1.216,5,-24577.69988785222
open_ebdc_mul-g26-p148-Kept,1.338,78,-24643.333524330603
open_ebdc_mul-g26-p149-Kept,1.541,76,-24614.993876602963
open_ebdc_mul-g26-p150-Kept,1.215,15,-24619.77142386307
open_ebdc_mul-g26-p151-Kept,1.533,1,-24680.69006455969
open_ebdc_mul-g26-p136-Random,1.537,60,-24659.981105460312
open_ebdc_mul-g26-p137-Kept,1.571,78,-24640.781864489145
open_ebdc_mul-g26-p138-Mutation,1.461,29,-24609.28216900288
open_ebdc_mul-g26-p139-Kept,1.359,19,-24623.701631353513
open_ebdc_mul-g26-p140-Kept,1.302,7,-24644.55616050184
open_ebdc_mul-g26-p141-Kept,1.259,75,-24654.08872746371
open_ebdc_mul-g26-p142-Mutation,1.09,9,-24554.569836353014
open_ebdc_mul-g26-p143-Kept,1.18,13,-24627.730245088394
open_ebdc_mul-g26-p112-Random,1.338,9,-24613.63283336324
open_ebdc_mul-g26-p113-Random,1.401,4,-24622.247732217198
open_ebdc_mul-g26-p114-Kept,1.408,1,-24654.88544607974
open_ebdc_mul-g26-p115-Mutation,1.444,29,-24627.770017142837
open_ebdc_mul-g26-p116-Random,0.88,19,-24640.75426110987
open_ebdc_mul-g26-p117-Kept,1.258,13,-24626.438914917417
open_ebdc_mul-g26-p118-Kept,1.404,19,-24627.43727939207
open_ebdc_mul-g26-p119-Kept,1.257,61,-24627.83235270301
open_ebdc_mul-g26-p192-Kept,1.11,75,-24578.160018789946
open_ebdc_mul-g26-p193-Kept,1.39,4,-24647.94830254433
open_ebdc_mul-g26-p195-Kept,1.393,15,-24621.11206080363
open_ebdc_mul-g26-p196-Mutation,1.465,4,-24651.771449058633
open_ebdc_mul-g26-p197-Kept,1.372,13,-24672.850990669012
open_ebdc_mul-g26-p198-Kept,1.55,76,-24631.588473212258
open_ebdc_mul-g26-p199-Kept,1.397,15,-24666.86828235112
open_ebdc_mul-g26-p0-Kept,1.509,61,-24667.868375683276
open_ebdc_mul-g26-p1-Kept,1.537,7,-24644.310370213392
open_ebdc_mul-g26-p2-Mutation,1.361,2,-24624.08691103127
open_ebdc_mul-g26-p3-Mutation,1.308,15,-24620.760616088814
open_ebdc_mul-g26-p4-Kept,1.452,7,-24619.19015809875
open_ebdc_mul-g26-p5-Random,0.313,13,-24567.912088244957
open_ebdc_mul-g26-p6-Random,1.323,29,-24623.545254359484
open_ebdc_mul-g26-p7-Mutation,1.372,4,-24643.055932254032
open_ebdc_mul-g26-p120-Random,1.332,5,-24621.887115297683
open_ebdc_mul-g26-p121-Kept,1.439,60,-24667.26477314913
open_ebdc_mul-g26-p122-Kept,1.522,9,-24639.760639625292
open_ebdc_mul-g26-p123-Mutation,1.372,7,-24601.982335517645
open_ebdc_mul-g26-p124-Kept,1.539,1,-24691.65898145242
open_ebdc_mul-g26-p125-Kept,1.105,77,-24594.283555652848
open_ebdc_mul-g26-p126-Kept,1.397,4,-24677.97278066951
open_ebdc_mul-g26-p127-Kept,1.31,5,-24643.307651236533
open_ebdc_mul-g26-p240-Kept,1.068,5,-24601.452744358823
open_ebdc_mul-g26-p241-Kept,1.478,7,-24672.895823136878
open_ebdc_mul-g26-p242-Kept,1.512,7,-24684.35021441329
open_ebdc_mul-g26-p243-Kept,0.969,15,-24557.259048685053
open_ebdc_mul-g26-p244-Kept,1.297,1,-24675.32032241621
open_ebdc_mul-g26-p245-Kept,1.468,61,-24665.20025612921
open_ebdc_mul-g26-p246-Kept,1.457,60,-24662.171696623718
open_ebdc_mul-g26-p247-Kept,1.467,33,-24678.557111750008
open_ebdc_mul-g26-p88-Kept,0.915,145,-24587.835154234563
open_ebdc_mul-g26-p89-Kept,1.564,9,-24662.90869921004
open_ebdc_mul-g26-p90-Kept,1.543,14,-24673.039312891422
open_ebdc_mul-g26-p91-Kept,1.41,5,-24639.046143446496
open_ebdc_mul-g26-p92-Mutation,1.433,5,-24605.64505240584
open_ebdc_mul-g26-p93-Kept,0.995,62,-24584.405395707974
open_ebdc_mul-g26-p94-Kept,1.461,9,-24630.57682283784
open_ebdc_mul-g26-p95-Kept,1.332,33,-24599.45960607935
open_ebdc_mul-g26-p104-Kept,1.446,2,-24656.730557625928
open_ebdc_mul-g26-p105-Kept,1.477,5,-24673.208767729528
open_ebdc_mul-g26-p106-Kept,1.338,9,-24607.78717498912
open_ebdc_mul-g26-p108-Kept,1.493,9,-24693.319859280604
open_ebdc_mul-g26-p109-Kept,1.443,61,-24659.362447715084
open_ebdc_mul-g26-p110-Kept,1.274,29,-24594.835245032205
open_ebdc_mul-g26-p111-Kept,1.072,15,-24634.657189497673
open_ebdc_mul-g26-p128-Random,1.336,15,-24613.44830551479
open_ebdc_mul-g26-p129-Kept,1.524,1,-24675.19500942483
open_ebdc_mul-g26-p130-Kept,1.368,2,-24697.361118310728
open_ebdc_mul-g26-p131-Kept,1.584,2,-24684.224516512906
open_ebdc_mul-g26-p132-Kept,1.257,15,-24650.713170781757
open_ebdc_mul-g26-p133-Kept,1.358,2,-24682.90387576784
open_ebdc_mul-g26-p134-Mutation,1.487,15,-24602.328642535016
open_ebdc_mul-g26-p135-Kept,0.911,33,-24672.602217561085
open_ebdc_mul-g26-p16-Kept,1.311,14,-24668.13484034094
open_ebdc_mul-g26-p17-Mutation,1.572,14,-24652.72074691012
open_ebdc_mul-g26-p18-Random,1.456,19,-24673.49910139581
open_ebdc_mul-g26-p19-Kept,1.393,19,-24630.360199502127
open_ebdc_mul-g26-p20-Kept,1.288,61,-24643.21042140836
open_ebdc_mul-g26-p21-Kept,1.526,4,-24653.368202703175
open_ebdc_mul-g26-p22-Random,1.427,5,-24672.56302125312
open_ebdc_mul-g26-p23-Mutation,1.349,15,-24644.406653482034
open_ebdc_mul-g26-p40-Kept,1.372,7,-24655.4344243952
open_ebdc_mul-g26-p41-Random,0.353,76,-24509.082179755034
open_ebdc_mul-g26-p42-Random,1.254,61,-24652.26286648335
open_ebdc_mul-g26-p43-Kept,1.238,15,-24629.476091644094
open_ebdc_mul-g26-p44-Kept,1.058,15,-24653.03756487491
open_ebdc_mul-g26-p45-Mutation,1.011,15,-24569.35288069765
